Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
flatulence,Simethicone,On Label,OTC,17 Reviews,4.25,4.56,4,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,17 Reviews,4.25,4.56,4,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,11 Reviews,3,4,2,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,10 Reviews,4.6,4.8,4.6,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,10 Reviews,4.6,4.8,4.6,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,8 Reviews,4.5,4.67,4.33,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,8 Reviews,4.5,4.67,4.33,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,6 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,3 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,3 Reviews,4.67,5,4.67,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,3 Reviews,4,4,4.5,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Simethicone,On Label,OTC,3 Reviews,2,4,2,"
					This product is used to relieve symptoms of extra gas such as belching, bloating, and feelings of pressure/discomfort in the stomach/gut. This is a generic drug. The average cash price for 1 Bottle, 60 tablets chewable each of the generic (simethicone) is $11.90. You can buy simethicone at the discounted price of $5.21 by using the WebMDRx coupon, a savings of 56%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,"Calcium Carbonate-Mag Hydroxid, Alum-Mag Hydroxide-Simeth",On Label,OTC,3 Reviews,3,5,4,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2 Reviews,5,4,2,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2 Reviews,5,4,2,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,"Calcium Carb-Mag Hydrox-Simeth, Alum-Mag Hydroxide-Simeth",On Label,OTC,2 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2 Reviews,3,5,3,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2 Reviews,5,5,5,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Bottle, 769ml of 200-200-20mg/5ml each of the generic (antacid & antigas) is $11.99. You can buy antacid & antigas at the discounted price of $7.11 by using the WebMDRx coupon, a savings of 41%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
